,weight,birthDate,height,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.alpha3code,role.code2,role.code3,role.name,birthArea.name,birthArea.alpha2code,age_2018
825,77,1999-11-23,184,right,B. Kamara,4423.0,France,FRA,DF,DEF,Defender,France,FR,19
826,73,1999-08-16,181,left,M. Cuisance,4423.0,France,FRA,MD,MID,Midfielder,France,FR,19
827,70,1999-02-14,180,right,M. Maolida,4423.0,Comoros,COM,FW,FWD,Forward,France,FR,19
829,77,1999-07-02,180,right,H. Mahou,,France,FRA,MD,MID,Midfielder,France,FR,19
830,70,1993-11-19,176,left,Suso,,Spain,ESP,FW,FWD,Forward,Spain,ES,25
831,69,1994-12-08,170,right,R. Sterling,2413.0,England,XEN,FW,FWD,Forward,Jamaica,JM,24
832,72,1996-01-01,178,right,Andreas Pereira,,Brazil,BRA,MD,MID,Midfielder,Belgium,BE,22
833,82,1993-09-01,191,right,W. Troost-Ekong,16823.0,Nigeria,NGA,DF,DEF,Defender,Netherlands,NL,25
834,77,1995-09-26,184,right,M. Veljkovic,17322.0,Serbia,SRB,DF,DEF,Defender,Switzerland,CH,23
835,71,1997-09-20,183,,P. Mbodji,,Senegal,SEN,MD,MID,Midfielder,Senegal,SN,21
836,88,1987-07-16,185,left,M. Dembélé,5629.0,Mali,MLI,MD,MID,Midfielder,Belgium,BE,31
837,82,1985-08-18,188,left,B. Ruiz,16871.0,Costa Rica,CRI,MD,MID,Midfielder,Costa Rica,CR,33
838,85,1992-09-29,188,left,M. Trotta,,Italy,ITA,FW,FWD,Forward,Italy,IT,26
839,74,1997-06-10,182,right,Chuca,,Spain,ESP,MD,MID,Midfielder,Spain,ES,21
840,75,1983-08-20,180,left,Y. Zhirkov,14358.0,Russia,RUS,MD,MID,Midfielder,Russia,RU,35
841,73,1996-07-15,180,right,I. Fossum,7342.0,Norway,NOR,MD,MID,Midfielder,Norway,NO,22
842,72,1990-03-01,178,right,Bruno Peres,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,28
843,74,1998-01-11,180,right,S. Özcan,,Germany,DEU,MD,MID,Midfielder,Turkey,TR,20
844,70,1997-10-01,177,left,M. Vitale,,Italy,ITA,MD,MID,Midfielder,Italy,IT,21
845,85,1985-01-19,185,left,D. Tošić,17322.0,Serbia,SRB,DF,DEF,Defender,Serbia,RS,33
846,70,1998-05-22,181,left,D. Burnic,3156.0,Bosnia-Herzegovina,BIH,MD,MID,Midfielder,Germany,DE,20
847,74,1992-03-10,194,right,P. Budkivskyi,,Ukraine,UKR,FW,FWD,Forward,Ukraine,UA,26
848,80,1991-04-07,186,right,L. Milivojević,17322.0,Serbia,SRB,MD,MID,Midfielder,Serbia,RS,27
849,74,1998-01-07,178,left,J. Deminguet,4426.0,France,FRA,MD,MID,Midfielder,France,FR,20
850,79,1994-11-10,186,right,Xeka,,Portugal,PRT,MD,MID,Midfielder,Portugal,PT,24
851,73,1995-09-06,181,left,B. Traoré,,Burkina Faso,BFA,FW,FWD,Forward,Burkina Faso,BF,23
852,83,1991-05-20,187,right,Vitor Hugo,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,27
853,69,1997-01-09,178,right,L. Goudiaby,,Senegal,SEN,MD,MID,Midfielder,France,FR,21
854,73,1998-07-02,188,right,M. Benger,,Germany,DEU,MD,MID,Midfielder,Germany,DE,20
855,68,1995-05-27,173,,Alberto López,,Spain,ESP,DF,DEF,Defender,Spain,ES,23
856,77,1989-09-08,186,right,G. Sigurðsson,7839.0,Iceland,ISL,MD,MID,Midfielder,Iceland,IS,29
857,75,1996-03-24,178,right,V. Lazaro,9109.0,Austria,AUT,MD,MID,Midfielder,Austria,AT,22
858,82,1993-11-03,192,right,Rodrigo Ely,,Italy,ITA,DF,DEF,Defender,Brazil,BR,25
859,65,1993-08-03,171,left,M. Politano,3757.0,Italy,ITA,FW,FWD,Forward,Italy,IT,25
860,73,1994-02-07,178,right,A. Schöpf,,Austria,AUT,MD,MID,Midfielder,Austria,AT,24
861,73,1995-07-04,175,right,Álex Berenguer,,Spain,ESP,FW,FWD,Forward,Spain,ES,23
862,81,1993-05-17,186,right,C. Ninga,19241.0,Chad,TCD,FW,FWD,Forward,Chad,TD,25
863,68,1997-08-08,180,right,Pape Diop,,Spain,ESP,MD,MID,Midfielder,Senegal,SN,21
864,64,1997-06-07,173,right,K. Sanson,,France,FRA,MD,MID,Midfielder,France,FR,21
865,73,1995-03-09,183,right,B. Santamaria,34101.0,France,FRA,MD,MID,Midfielder,France,FR,23
866,77,1994-04-15,180,right,S. Koita,,Niger,NER,FW,FWD,Forward,Niger,NE,24
867,84,1992-01-08,188,right,P. Carlgren,,Sweden,SWE,GK,GKP,Goalkeeper,Sweden,SE,26
868,76,1992-04-19,192,right,N. Pope,2413.0,England,XEN,GK,GKP,Goalkeeper,England,,26
869,75,1991-03-27,184,right,Bastos,,Angola,AGO,DF,DEF,Defender,Angola,AO,27
870,78,1996-10-01,190,right,S. Ezatolahi,10840.0,Iran,IRN,MD,MID,Midfielder,Iran,IR,22
871,85,1992-11-21,188,right,Y. Salmier,,French Guiana,GUF,DF,DEF,Defender,France,FR,26
872,75,1997-05-10,185,right,E. Ünal,4687.0,Turkey,TUR,FW,FWD,Forward,Turkey,TR,21
873,78,1996-02-25,184,right,G. Guerrieri,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,22
874,77,1994-04-07,188,right,R. Gagliardini,,Italy,ITA,MD,MID,Midfielder,Italy,IT,24
875,76,1997-01-02,180,right,Carlos Soler,1604.0,Spain,ESP,MD,MID,Midfielder,Spain,ES,21
877,66,1997-05-20,175,left,Gerson,,Brazil,BRA,MD,MID,Midfielder,Brazil,BR,21
878,87,1994-01-02,191,left,A. Masina,,Italy,ITA,DF,DEF,Defender,Morocco,MA,24
879,75,1999-04-13,190,left,A. Bastoni,3761.0,Italy,ITA,DF,DEF,Defender,Italy,IT,19
880,70,1999-03-11,181,right,M. Antonucci,,Italy,ITA,FW,FWD,Forward,Italy,IT,19
881,70,1994-03-05,170,left,Kévin Rodrigues,,Portugal,PRT,DF,DEF,Defender,France,FR,24
882,65,1993-02-25,180,right,F. Boulaya,,Algeria,DZA,MD,MID,Midfielder,France,FR,25
883,72,1993-12-10,177,right,A. Thomasson,,Croatia,HRV,MD,MID,Midfielder,France,FR,25
884,82,1998-11-02,180,right,V. Janjičić,6705.0,Serbia,SRB,MD,MID,Midfielder,Switzerland,CH,20
885,74,1998-03-23,188,right,A. Maisonnial,4426.0,France,FRA,GK,GKP,Goalkeeper,France,FR,20
886,67,1997-06-18,179,right,A. Harit,16216.0,Morocco,MAR,MD,MID,Midfielder,France,FR,21
887,73,1994-08-18,180,right,M. Sanson,,France,FRA,MD,MID,Midfielder,France,FR,24
888,78,1994-08-03,181,right,C. Tolisso,4418.0,Togo,TGO,MD,MID,Midfielder,France,FR,24
889,70,1993-12-20,186,left,A. N'Dour,,Senegal,SEN,DF,DEF,Defender,Senegal,SN,25
890,71,1995-04-03,188,left,A. Rabiot,,France,FRA,MD,MID,Midfielder,France,FR,23
891,64,1995-02-04,171,right,P. Sisto,7712.0,Denmark,DNK,MD,MID,Midfielder,South Sudan,SS,23
892,87,1994-08-16,195,right,J. Pollersbeck,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,24
893,76,1994-09-12,189,right,G. Jung,,Ghana,GHA,DF,DEF,Defender,Germany,DE,24
894,84,1998-08-28,185,right,W. McKennie,8134.0,United States,USA,MD,MID,Midfielder,United States,US,20
895,64,1993-07-05,170,left,J. Obiang,,Gabon,GAB,DF,DEF,Defender,France,FR,25
896,70,1993-02-02,175,right,F. Tait,,France,FRA,MD,MID,Midfielder,France,FR,25
897,71,1992-11-09,183,right,J. Nkololo,18538.0,Congo DR,COD,MD,MID,Midfielder,France,FR,26
898,67,1997-04-03,175,right,Gabriel Jesus,6380.0,Brazil,BRA,FW,FWD,Forward,Brazil,BR,21
899,82,1991-06-23,192,right,F. Ben Youssef,16276.0,Tunisia,TUN,FW,FWD,Forward,Tunisia,TN,27
900,68,1999-01-28,170,right,Alex Robles,1602.0,Spain,ESP,DF,DEF,Defender,Spain,ES,19
901,72,1994-08-01,183,left,D. Berardi,3757.0,Italy,ITA,FW,FWD,Forward,Italy,IT,24
902,78,1998-12-16,191,right,R. Oxford,2421.0,Jamaica,JAM,DF,DEF,Defender,England,,20
903,73,1988-05-24,173,right,Everton Luiz,,Brazil,BRA,MD,MID,Midfielder,Brazil,BR,30
904,94,1994-03-20,185,right,A. Mendy,,Senegal,SEN,FW,FWD,Forward,France,FR,24
905,76,1987-01-11,178,right,J. Vardy,2413.0,England,XEN,FW,FWD,Forward,England,,31
906,70,1999-11-25,181,right,M. Sylla,,France,FRA,FW,FWD,Forward,France,FR,19
907,79,1995-02-06,184,right,E. Crivelli,,France,FRA,FW,FWD,Forward,France,FR,23
908,69,1998-08-27,176,right,R. Hack,3156.0,Germany,DEU,MD,MID,Midfielder,Germany,DE,20
909,60,2000-02-04,168,left,V. Thill,14768.0,Luxembourg,LUX,MD,MID,Midfielder,Luxembourg,LU,18
910,76,1996-03-28,186,right,B. Pavard,4418.0,France,FRA,DF,DEF,Defender,France,FR,22
911,77,1997-08-07,189,left,J. Torunarigha,3155.0,Nigeria,NGA,DF,DEF,Defender,Germany,DE,21
912,72,1990-06-10,173,right,H. Yamaguchi,12913.0,Japan,JPN,MD,MID,Midfielder,Japan,JP,28
913,85,1998-06-07,194,right,A. Confente,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,20
914,67,1999-02-11,172,right,I. Faraj,33157.0,Morocco,MAR,MD,MID,Midfielder,France,FR,19
915,65,1994-09-14,178,right,L. Dubois,,France,FRA,DF,DEF,Defender,France,FR,24
916,68,1995-04-27,182,left,S. Khaoui,16276.0,Tunisia,TUN,MD,MID,Midfielder,France,FR,23
917,73,1990-07-13,179,right,Samu García,,Spain,ESP,MD,MID,Midfielder,Spain,ES,28
918,77,1992-05-18,178,right,B. Idowu,16823.0,Nigeria,NGA,DF,DEF,Defender,Russia,RU,26
919,75,1995-10-08,185,right,V. Sierro,,Switzerland,CHE,MD,MID,Midfielder,Switzerland,CH,23
920,78,1997-04-17,182,right,Jorge Meré,1604.0,Spain,ESP,DF,DEF,Defender,Spain,ES,21
921,73,1997-01-24,183,left,R. Orsolini,3763.0,Italy,ITA,FW,FWD,Forward,Italy,IT,21
922,75,1993-07-28,177,right,Gerard Valentín,,Spain,ESP,DF,DEF,Defender,Spain,ES,25
923,71,1997-06-29,184,right,E. Massouema,,France,FRA,MD,MID,Midfielder,France,FR,21
924,90,1994-01-15,188,right,E. Dier,2413.0,Portugal,PRT,MD,MID,Midfielder,England,,24
925,78,1998-07-18,174,right,A. Lookman,,Nigeria,NGA,MD,MID,Midfielder,England,,20
926,79,1995-01-01,186,right,S. Azmoun,10840.0,Iran,IRN,FW,FWD,Forward,Iran,IR,23
927,80,1996-04-11,188,right,D. Alli,2413.0,Nigeria,NGA,MD,MID,Midfielder,England,,22
928,74,1997-07-17,184,right,A. Diawara,,Italy,ITA,MD,MID,Midfielder,Guinea,GN,21
929,75,1990-04-03,186,right,K. Ansarifard,10840.0,Iran,IRN,FW,FWD,Forward,Iran,IR,28
930,75,1997-03-17,174,right,Q. Boisgard,,France,FRA,MD,MID,Midfielder,France,FR,21
931,78,1994-11-24,187,left,N. Bentaleb,,Algeria,DZA,MD,MID,Midfielder,France,FR,24
932,74,1990-02-25,176,left,E. Hajsafi,10840.0,Iran,IRN,DF,DEF,Defender,Iran,IR,28
933,75,1991-07-31,178,right,K. Malcuit,,Morocco,MAR,DF,DEF,Defender,France,FR,27
934,88,1993-03-22,196,right,C. Jullien,,France,FRA,DF,DEF,Defender,France,FR,25
935,78,1993-08-11,180,right,A. Jahanbakhsh,10840.0,Iran,IRN,FW,FWD,Forward,Iran,IR,25
936,73,1997-12-31,180,left,L. Blas,,Martinique,MTQ,MD,MID,Midfielder,France,FR,21
937,65,1989-07-21,170,right,M. Fabián,15473.0,Mexico,MEX,MD,MID,Midfielder,Mexico,MX,29
938,81,1993-07-26,180,right,C. Stanko,,Poland,POL,MD,MID,Midfielder,United States,US,25
939,68,1988-06-25,179,right,M. Layún,15473.0,Spain,ESP,DF,DEF,Defender,Mexico,MX,30
940,67,1997-03-12,173,right,A. Saint-Maximin,,Guadeloupe,GLP,FW,FWD,Forward,France,FR,21
941,79,1995-07-02,188,right,Marc Navarro,,Spain,ESP,DF,DEF,Defender,Spain,ES,23
942,74,1996-11-26,184,left,Marc Roca,,Spain,ESP,MD,MID,Midfielder,Spain,ES,22
943,85,1984-05-31,191,right,O. Vizcarrondo,,Venezuela,VEN,DF,DEF,Defender,Venezuela,VE,34
944,81,1991-05-05,187,right,R. Jiménez,15473.0,Mexico,MEX,FW,FWD,Forward,Mexico,MX,27
945,74,1990-04-19,180,right,H. Herrera,15473.0,Mexico,MEX,MD,MID,Midfielder,Mexico,MX,28
946,78,1998-02-23,190,right,L. Crosta,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,20
947,69,1994-09-08,179,right,Bruno Fernandes,9905.0,Portugal,PRT,MD,MID,Midfielder,Portugal,PT,24
948,62,1993-01-06,173,right,J. Corona,15473.0,Mexico,MEX,FW,FWD,Forward,Mexico,MX,25
949,59,1990-02-11,168,right,J. Aquino,15473.0,Mexico,MEX,MD,MID,Midfielder,Mexico,MX,28
950,78,1997-11-01,186,right,N. Mukiele,,Congo DR,COD,DF,DEF,Defender,France,FR,21
951,79,1989-10-13,195,right,A. Erokhin,14358.0,Russia,RUS,MD,MID,Midfielder,Russia,RU,29
952,74,1996-01-23,178,right,N. Haas,6704.0,Switzerland,CHE,MD,MID,Midfielder,Switzerland,CH,22
953,75,1992-09-23,180,right,O. Özyakup,4687.0,Turkey,TUR,MD,MID,Midfielder,Netherlands,NL,26
954,71,1997-09-25,179,left,D. Avounou,,Congo,COG,MD,MID,Midfielder,Congo,CG,21
955,75,1994-01-17,172,right,Q. Cornette,,France,FRA,FW,FWD,Forward,France,FR,24
956,85,2000-04-13,189,right,Moha Ramos,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,18
957,91,1984-02-22,185,right,B. Ivanović,17322.0,Serbia,SRB,DF,DEF,Defender,Serbia,RS,34
958,70,1993-09-17,176,right,Amr Warda,16129.0,Egypt,EGY,MD,MID,Midfielder,Egypt,EG,25
959,85,1988-06-09,186,right,S. Papastathopoulos,12678.0,Greece,GRC,DF,DEF,Defender,Greece,GR,30
960,91,1982-09-10,198,right,Naldo,,Germany,DEU,DF,DEF,Defender,Brazil,BR,36
961,71,1989-03-03,174,right,P. Bargfrede,,Germany,DEU,MD,MID,Midfielder,Germany,DE,29
962,71,1991-01-27,175,right,A. Ignjovski,,Serbia,SRB,DF,DEF,Defender,Serbia,RS,27
963,69,1987-09-26,172,right,Z. Junuzović,,Austria,AUT,MD,MID,Midfielder,Serbia,RS,31
964,83,1993-02-09,189,right,N. Füllkrug,,Germany,DEU,FW,FWD,Forward,Germany,DE,25
965,73,1986-09-04,183,left,A. Hunt,,England,XEN,MD,MID,Midfielder,Germany,DE,32
966,84,1978-10-03,184,right,C. Pizarro,,Italy,ITA,FW,FWD,Forward,Peru,PE,40
967,92,1986-03-27,193,right,M. Neuer,3148.0,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,32
968,83,1989-03-13,189,left,H. Badstuber,,Germany,DEU,DF,DEF,Defender,Germany,DE,29
969,90,1988-09-03,192,right,J. Boateng,3148.0,Germany,DEU,DF,DEF,Defender,Germany,DE,30
970,75,1990-05-01,177,left,D. Contento,,Italy,ITA,DF,DEF,Defender,Germany,DE,28
971,68,1985-09-07,172,right,Rafinha,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,33
972,78,1987-07-23,187,left,Luiz Gustavo,,Brazil,BRA,MD,MID,Midfielder,Brazil,BR,31
973,76,1990-01-04,183,right,T. Kroos,3148.0,Germany,DEU,MD,MID,Midfielder,Germany,DE,28
974,76,1992-06-24,180,left,D. Alaba,,Austria,AUT,DF,DEF,Defender,Austria,AT,26
975,72,1983-04-07,170,right,F. Ribéry,,France,FRA,MD,MID,Midfielder,France,FR,35
976,80,1984-01-23,180,left,A. Robben,,Netherlands,NLD,MD,MID,Midfielder,Netherlands,NL,34
977,77,1992-05-06,180,right,T. Usami,12913.0,Japan,JPN,FW,FWD,Forward,Japan,JP,26
978,88,1985-07-10,189,right,M. Gómez,3148.0,Spain,ESP,FW,FWD,Forward,Germany,DE,33
979,75,1989-09-13,186,right,T. Müller,3148.0,Germany,DEU,FW,FWD,Forward,Germany,DE,29
980,85,1988-12-06,188,right,N. Petersen,,Germany,DEU,FW,FWD,Forward,Germany,DE,30
981,84,1988-08-03,192,right,S. Ulreich,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,30
982,82,1983-07-30,182,left,C. Molinaro,,Italy,ITA,DF,DEF,Defender,Italy,IT,35
983,85,1993-03-03,191,right,A. Rüdiger,3148.0,Sierra Leone,SLE,DF,DEF,Defender,Germany,DE,25
984,74,1991-03-14,176,right,G. Sakai,12913.0,Japan,JPN,DF,DEF,Defender,United States,US,27
985,81,1985-08-14,189,right,C. Gentner,,Germany,DEU,MD,MID,Midfielder,Germany,DE,33
986,81,1987-09-22,185,right,Z. Kuzmanović,,Serbia,SRB,MD,MID,Midfielder,Switzerland,CH,31
987,61,1988-04-21,171,left,I. Traoré,,Guinea,GIN,MD,MID,Midfielder,France,FR,30
988,80,1987-06-10,185,right,M. Harnik,,Austria,AUT,FW,FWD,Forward,Germany,DE,31
989,82,1984-08-06,188,right,V. Ibišević,10001.0,United States,USA,FW,FWD,Forward,Bosnia-Herzegovina,BA,34
990,70,1986-04-16,174,right,S. Okazaki,12913.0,Japan,JPN,FW,FWD,Forward,Japan,JP,32
991,83,1989-02-13,186,left,J. Schieber,,Germany,DEU,FW,FWD,Forward,Germany,DE,29
992,87,1985-01-15,191,right,R. Adler,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,33
993,93,1990-05-17,196,right,F. Giefer,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,28
994,83,1992-03-04,190,right,B. Leno,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,26
995,74,1987-06-11,172,right,G. Castro,,Spain,ESP,MD,MID,Midfielder,Germany,DE,31
996,84,1986-02-05,192,right,V. Ćorluka,9598.0,Croatia,HRV,DF,DEF,Defender,Bosnia-Herzegovina,BA,32
997,85,1993-07-13,187,right,D. da Costa,,Angola,AGO,DF,DEF,Defender,Germany,DE,25
998,85,1989-01-12,185,left,B. Oczipka,,Germany,DEU,DF,DEF,Defender,Germany,DE,29
999,71,1996-03-06,175,right,V. Vada,,Italy,ITA,MD,MID,Midfielder,Argentina,AR,22
1000,83,1989-07-21,186,right,Ö. Toprak,,Turkey,TUR,DF,DEF,Defender,Germany,DE,29
1001,81,1989-04-27,185,right,L. Bender,,Germany,DEU,MD,MID,Midfielder,Germany,DE,29
1002,86,1988-02-08,186,right,Renato Augusto,6380.0,Brazil,BRA,MD,MID,Midfielder,Brazil,BR,30
1003,80,1990-04-08,183,right,K. Bellarabi,,Morocco,MAR,MD,MID,Midfielder,Germany,DE,28
1004,90,1988-06-12,191,right,E. Derdiyok,,Turkey,TUR,FW,FWD,Forward,Switzerland,CH,30
1005,81,1984-01-25,191,right,S. Kießling,,Germany,DEU,FW,FWD,Forward,Germany,DE,34
1006,73,1990-11-06,184,right,A. Schürrle,,Germany,DEU,FW,FWD,Forward,Germany,DE,28
1007,90,1980-08-06,190,left,R. Weidenfeller,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,38
1008,92,1988-12-16,191,right,M. Hummels,3148.0,Germany,DEU,DF,DEF,Defender,Germany,DE,30
1009,79,1985-06-03,184,right,Ł. Piszczek,13869.0,Poland,POL,DF,DEF,Defender,Poland,PL,33
1010,83,1988-12-10,191,right,N. Subotić,,United States,USA,DF,DEF,Defender,Serbia,RS,30
1011,78,1989-09-13,180,right,M. Bakalorz,,Germany,DEU,MD,MID,Midfielder,Germany,DE,29
1012,80,1989-04-27,186,right,S. Bender,,Germany,DEU,DF,DEF,Defender,Germany,DE,29
1013,77,1985-12-14,176,right,J. Błaszczykowski,13869.0,Poland,POL,MD,MID,Midfielder,Poland,PL,33
1014,75,1992-06-03,176,right,M. Götze,,Germany,DEU,MD,MID,Midfielder,Germany,DE,26
1015,80,1990-10-24,180,right,İ. Gündoğan,3148.0,Germany,DEU,MD,MID,Midfielder,Germany,DE,28
1016,80,1989-02-02,186,right,I. Perišić,9598.0,Croatia,HRV,MD,MID,Midfielder,Croatia,HR,29
1017,68,1989-03-17,175,right,S. Kagawa,12913.0,Japan,JPN,MD,MID,Midfielder,Japan,JP,29
1018,79,1988-08-21,185,right,R. Lewandowski,13869.0,Poland,POL,FW,FWD,Forward,Poland,PL,30
1019,99,1987-11-22,198,right,M. Esser,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,31
1020,85,1987-03-10,195,right,A. Luthe,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,31
1021,74,1996-07-05,188,left,A. Diakhaby,4425.0,Senegal,SEN,FW,FWD,Forward,France,FR,22
1022,73,1995-06-08,178,left,F. Mendy,,Senegal,SEN,DF,DEF,Defender,France,FR,23
1023,63,1988-06-02,169,right,T. Inui,12913.0,Japan,JPN,MD,MID,Midfielder,Japan,JP,30
1024,76,1991-02-19,191,right,C. Kramer,,Germany,DEU,MD,MID,Midfielder,Germany,DE,27
1025,77,1996-03-08,187,right,I. Mbenza,5635.0,Belgium,BEL,FW,FWD,Forward,France,FR,22
1026,85,1991-09-23,194,right,K. Vogt,,Germany,DEU,DF,DEF,Defender,Germany,DE,27
1027,85,1991-04-13,190,right,D. Ginczek,,Germany,DEU,FW,FWD,Forward,Germany,DE,27
1028,95,1988-09-27,196,right,R. Fährmann,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,30
1029,72,1989-09-02,176,left,Sergio Escudero,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
1030,82,1988-02-29,187,right,B. Höwedes,,Germany,DEU,DF,DEF,Defender,Germany,DE,30
1031,87,1992-02-23,185,right,K. Papadopoulos,12678.0,Greece,GRC,DF,DEF,Defender,Greece,GR,26
1032,72,1993-09-20,187,right,J. Draxler,3148.0,Germany,DEU,MD,MID,Midfielder,Germany,DE,25
1033,83,1989-09-16,182,right,M. Höger,,Germany,DEU,MD,MID,Midfielder,Germany,DE,29
1034,72,1990-09-18,176,left,L. Holtby,,England,XEN,MD,MID,Midfielder,Germany,DE,28
1035,76,1986-06-29,174,right,Jurado,,Spain,ESP,MD,MID,Midfielder,Spain,ES,32
1036,67,1989-06-11,168,right,Fágner,6380.0,Brazil,BRA,DF,DEF,Defender,Brazil,BR,29
1037,84,1984-10-26,178,right,J. Farfán,15594.0,Peru,PER,FW,FWD,Forward,Peru,PE,34
1038,86,1979-10-18,190,right,J. Drobný,,Czech Republic,CZE,GK,GKP,Goalkeeper,Czech Republic,CZ,39
1039,85,1989-04-19,184,right,T. Mickel,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,29
1040,85,1987-01-14,184,left,D. Aogo,,Nigeria,NGA,DF,DEF,Defender,Germany,DE,31
1041,88,1991-11-13,190,right,J. Bruma,,Suriname,SUR,DF,DEF,Defender,Netherlands,NL,27
1042,79,1989-10-20,188,right,D. Diekmeier,,Germany,DEU,DF,DEF,Defender,Germany,DE,29
1043,85,1987-01-26,185,right,G. Kačar,,Serbia,SRB,MD,MID,Midfielder,Serbia,RS,31
1044,76,1988-01-13,177,right,T. Rincón,,Venezuela,VEN,MD,MID,Midfielder,Venezuela,VE,30
1045,75,1991-12-05,181,right,J. Sala,,Italy,ITA,DF,DEF,Defender,Italy,IT,27
1046,74,1987-06-16,175,right,P. Skjelbred,,Norway,NOR,MD,MID,Midfielder,Norway,NO,31
1047,77,1992-07-08,183,right,Son Heung-Min,14855.0,Korea Republic,KOR,FW,FWD,Forward,Korea Republic,KR,26
1048,89,1983-09-08,194,right,D. Benaglio,,Italy,ITA,GK,GKP,Goalkeeper,Switzerland,CH,35
1049,86,1987-09-18,193,right,M. Hitz,,Switzerland,CHE,GK,GKP,Goalkeeper,Switzerland,CH,31
1050,77,1992-05-22,190,right,R. Knoche,,Germany,DEU,DF,DEF,Defender,Germany,DE,26
1051,77,1992-08-25,180,left,R. Rodríguez,6697.0,Chile,CHL,DF,DEF,Defender,Switzerland,CH,26
1052,88,1985-08-04,190,right,M. Russ,,Germany,DEU,DF,DEF,Defender,Germany,DE,33
1053,72,1984-01-18,180,right,M. Hasebe,12913.0,Japan,JPN,MD,MID,Midfielder,Japan,JP,34
1054,74,1994-05-27,184,left,M. Arnold,,Germany,DEU,MD,MID,Midfielder,Germany,DE,24
1055,70,1986-01-24,172,right,Vieirinha,,Portugal,PRT,MD,MID,Midfielder,Portugal,PT,32
1056,84,1986-01-14,187,right,M. Mandžukić,9598.0,Croatia,HRV,FW,FWD,Forward,Croatia,HR,32
1057,84,1997-11-02,187,right,D. Ceter,12436.0,Colombia,COL,FW,FWD,Forward,Colombia,CO,21
1058,70,1993-01-22,170,left,K. Dolly,16424.0,South Africa,ZAF,FW,FWD,Forward,South Africa,ZA,25
1059,82,1990-06-02,187,right,O. Baumann,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,28
1060,76,1992-10-09,184,right,B. Zungu,16424.0,South Africa,ZAF,MD,MID,Midfielder,South Africa,ZA,26
1061,69,1990-05-29,175,right,O. Sorg,,Germany,DEU,DF,DEF,Defender,Germany,DE,28
1062,80,1988-01-15,182,right,D. Caligiuri,,Italy,ITA,MD,MID,Midfielder,Germany,DE,30
1063,78,1989-08-14,185,right,F. Diagne,,France,FRA,DF,DEF,Defender,Senegal,SN,29
1064,89,1994-01-19,191,right,M. Ginter,3148.0,Germany,DEU,DF,DEF,Defender,Germany,DE,24
1065,87,1985-01-07,184,right,K. Guédé,,Slovakia,SVK,FW,FWD,Forward,Togo,TG,33
1066,81,1984-12-15,191,right,M. Škrtel,14496.0,Slovakia,SVK,DF,DEF,Defender,Slovakia,SK,34
1067,79,1990-06-26,179,right,J. Schmid,,Austria,AUT,MD,MID,Midfielder,France,FR,28
1068,80,1985-04-15,189,right,J. Schuster,,Germany,DEU,MD,MID,Midfielder,Germany,DE,33
1069,90,1989-05-21,190,right,I. Santini,,Croatia,HRV,FW,FWD,Forward,Croatia,HR,29
1070,85,1992-04-30,187,right,M. ter Stegen,3148.0,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,26
1071,89,1983-10-18,188,left,Dante,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,35
1072,83,1990-06-21,188,right,H. Nordtveit,7336.0,Norway,NOR,MD,MID,Midfielder,Norway,NO,28
1073,82,1985-10-24,181,left,O. Wendt,,Sweden,SWE,DF,DEF,Defender,Sweden,SE,33
1074,76,1992-06-16,177,right,M. Zimmermann,,Germany,DEU,MD,MID,Midfielder,Germany,DE,26
1075,76,1990-04-07,177,right,T. Jantschke,,Germany,DEU,DF,DEF,Defender,Germany,DE,28
1076,82,1991-02-04,181,right,M. Leckie,8493.0,Australia,AUS,FW,FWD,Forward,Australia,AU,27
1077,83,1988-02-18,188,right,R. Neustädter,,Germany,DEU,DF,DEF,Defender,Russia,RU,30
1078,71,1989-05-31,180,right,M. Reus,3148.0,Germany,DEU,FW,FWD,Forward,Germany,DE,29
1079,81,1989-02-12,188,right,R. Zieler,,Germany,DEU,GK,GKP,Goalkeeper,Germany,DE,29
1080,78,1990-03-15,182,left,K. Rausch,,Germany,DEU,DF,DEF,Defender,Russia,RU,28
